發生日期時間,公司名稱,工程名稱,事故詳細地址,災害類型,罹災人數,場所肇災處(事故經過)
106/07/24 08:00,遠雄營造股份有限公司,集合住宅新建工程 (第3期),高雄市苓雅區四維四路148號,被撞,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
106/07/17 09:00,建國工程股份有限公司,捷運系統土建工程 (第1期),臺中市西屯區台灣大道242號,倒塌、崩塌,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
106/09/12 11:00,瑞助營造股份有限公司,高速公路拓寬工程 (第2期),新北市板橋區文化路414號,物體飛落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/02/08 17:00,遠雄營造股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路262號,物體飛落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/09/14 09:00,工信工程股份有限公司,高速公路拓寬工程 (第3期),桃園市中壢區中正路192號,墜落、滾落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/11/11 15:00,瑞助營造股份有限公司,廠房新建工程 (第3期),臺中市西屯區台灣大道38號,感電,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/03/23 15:00,工信工程股份有限公司,中心商業大樓新建案 (第2期),臺北市內湖區瑞光路356號,物體飛落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/07/17 16:00,互助營造股份有限公司,中心商業大樓新建案 (第1期),桃園市中壢區中正路76號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/07/01 12:00,達欣工程股份有限公司,高速公路拓寬工程 (第2期),桃園市中壢區中正路56號,感電,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
106/12/20 09:00,皇昌營造股份有限公司,捷運系統土建工程 (第2期),桃園市中壢區中正路73號,倒塌、崩塌,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/12/10 14:00,達欣工程股份有限公司,中心商業大樓新建案 (第3期),臺中市西屯區台灣大道459號,被撞,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/08/14 12:00,達欣工程股份有限公司,集合住宅新建工程 (第1期),桃園市中壢區中正路296號,倒塌、崩塌,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/07/07 10:00,大陸工程股份有限公司,中心商業大樓新建案 (第1期),新北市板橋區文化路481號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/02/28 10:00,工信工程股份有限公司,集合住宅新建工程 (第3期),高雄市苓雅區四維四路145號,物體飛落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/07/23 12:00,建國工程股份有限公司,中心商業大樓新建案 (第1期),桃園市中壢區中正路57號,感電,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/08/27 13:00,中鼎工程股份有限公司,中心商業大樓新建案 (第2期),桃園市中壢區中正路241號,感電,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/07/05 15:00,根基營造股份有限公司,捷運系統土建工程 (第1期),新北市板橋區文化路408號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/03/22 09:00,互助營造股份有限公司,廠房新建工程 (第3期),高雄市苓雅區四維四路409號,感電,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/12/10 08:00,大陸工程股份有限公司,集合住宅新建工程 (第1期),桃園市中壢區中正路183號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/11/08 15:00,遠雄營造股份有限公司,中心商業大樓新建案 (第2期),臺北市內湖區瑞光路425號,倒塌、崩塌,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
106/04/14 12:00,工信工程股份有限公司,中心商業大樓新建案 (第1期),桃園市中壢區中正路486號,感電,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
106/05/11 12:00,皇昌營造股份有限公司,廠房新建工程 (第1期),臺北市內湖區瑞光路163號,被撞,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/05/05 17:00,中鼎工程股份有限公司,集合住宅新建工程 (第2期),新北市板橋區文化路348號,感電,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/09/24 08:00,大陸工程股份有限公司,廠房新建工程 (第1期),臺北市內湖區瑞光路62號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/10/03 10:00,皇昌營造股份有限公司,中心商業大樓新建案 (第3期),臺中市西屯區台灣大道245號,倒塌、崩塌,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
106/09/14 12:00,達欣工程股份有限公司,中心商業大樓新建案 (第3期),臺北市內湖區瑞光路345號,感電,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/03/01 09:00,建國工程股份有限公司,捷運系統土建工程 (第1期),臺中市西屯區台灣大道245號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/03/25 17:00,建國工程股份有限公司,廠房新建工程 (第2期),臺中市西屯區台灣大道126號,物體飛落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/07/11 17:00,中鼎工程股份有限公司,高速公路拓寬工程 (第2期),臺北市內湖區瑞光路107號,被撞,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/06/05 12:00,工信工程股份有限公司,捷運系統土建工程 (第3期),臺中市西屯區台灣大道41號,被撞,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/04/02 15:00,大陸工程股份有限公司,廠房新建工程 (第1期),臺北市內湖區瑞光路70號,墜落、滾落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/06/27 15:00,遠雄營造股份有限公司,中心商業大樓新建案 (第1期),桃園市中壢區中正路308號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/02/16 13:00,中鼎工程股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路70號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/11/24 17:00,建國工程股份有限公司,廠房新建工程 (第3期),臺中市西屯區台灣大道105號,被撞,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/07/10 16:00,建國工程股份有限公司,集合住宅新建工程 (第2期),桃園市中壢區中正路295號,物體飛落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/09/21 12:00,中鼎工程股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路27號,倒塌、崩塌,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/12/05 17:00,遠雄營造股份有限公司,中心商業大樓新建案 (第3期),臺中市西屯區台灣大道184號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
106/05/15 13:00,大陸工程股份有限公司,廠房新建工程 (第2期),臺中市西屯區台灣大道207號,物體飛落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
106/03/18 17:00,達欣工程股份有限公司,高速公路拓寬工程 (第2期),新北市板橋區文化路408號,倒塌、崩塌,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/06/24 11:00,工信工程股份有限公司,高速公路拓寬工程 (第1期),桃園市中壢區中正路446號,感電,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/02/06 17:00,建國工程股份有限公司,集合住宅新建工程 (第2期),臺北市內湖區瑞光路326號,感電,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
106/02/24 15:00,建國工程股份有限公司,捷運系統土建工程 (第2期),桃園市中壢區中正路345號,物體飛落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/05/16 09:00,建國工程股份有限公司,集合住宅新建工程 (第1期),臺北市內湖區瑞光路58號,感電,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/06/26 11:00,瑞助營造股份有限公司,廠房新建工程 (第2期),高雄市苓雅區四維四路29號,墜落、滾落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/03/07 16:00,建國工程股份有限公司,中心商業大樓新建案 (第1期),桃園市中壢區中正路272號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/10/26 10:00,大陸工程股份有限公司,高速公路拓寬工程 (第3期),新北市板橋區文化路189號,倒塌、崩塌,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/04/21 10:00,皇昌營造股份有限公司,中心商業大樓新建案 (第3期),臺中市西屯區台灣大道259號,物體飛落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/04/11 15:00,根基營造股份有限公司,中心商業大樓新建案 (第2期),臺中市西屯區台灣大道84號,倒塌、崩塌,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/03/02 16:00,大陸工程股份有限公司,廠房新建工程 (第2期),臺北市內湖區瑞光路294號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
106/04/06 10:00,達欣工程股份有限公司,高速公路拓寬工程 (第1期),臺北市內湖區瑞光路59號,物體飛落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
106/03/01 13:00,中鼎工程股份有限公司,高速公路拓寬工程 (第3期),臺北市內湖區瑞光路482號,感電,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/01/09 16:00,大陸工程股份有限公司,廠房新建工程 (第2期),臺北市內湖區瑞光路36號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
106/05/17 09:00,工信工程股份有限公司,高速公路拓寬工程 (第2期),桃園市中壢區中正路279號,被撞,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
106/12/10 15:00,遠雄營造股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路341號,墜落、滾落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/01/12 17:00,中鼎工程股份有限公司,捷運系統土建工程 (第3期),新北市板橋區文化路116號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/12/07 17:00,互助營造股份有限公司,中心商業大樓新建案 (第1期),臺北市內湖區瑞光路27號,倒塌、崩塌,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
106/05/21 09:00,建國工程股份有限公司,廠房新建工程 (第1期),臺中市西屯區台灣大道216號,倒塌、崩塌,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
